model,behavior,video_name,frames,frames_with_cat,frames_without_cat,mean_confidence,std_confidence,mean_jitter_px,std_jitter_px,p95_jitter_px,max_jitter_px,missing_ratio,nose_missing_ratio,paw_missing_ratio,tail_missing_ratio
old,walk,walk_12.mp4,225,225,0,0.9895,0.0059,11.165,18.444,42.297,194.678,0.0000,0.0000,0.0000,0.0000
old,walk,walk_18.mp4,244,230,14,0.9455,0.0370,29.286,43.763,94.891,540.261,0.0574,0.5261,0.0185,0.3551
old,walk,walk_24.mp4,176,176,0,0.9832,0.0077,7.410,7.684,20.029,93.861,0.0000,0.0000,0.0000,0.0114
old,walk,walk_29.mp4,590,590,0,0.9779,0.0095,12.905,13.948,37.454,188.934,0.0000,0.0034,0.0000,0.0000
old,lick,7月3日(1).mp4,135,135,0,0.9853,0.0026,2.552,3.420,9.505,29.745,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日(2).mp4,156,156,0,0.9936,0.0006,1.962,2.478,6.371,20.856,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日(3).mp4,121,121,0,0.9958,0.0007,2.995,3.655,10.758,30.959,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日(4).mp4,147,147,0,0.9938,0.0003,2.155,3.198,7.085,49.660,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日.mp4,139,139,0,0.9547,0.0059,2.945,3.374,9.688,25.096,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2)(1).mp4,155,155,0,0.9837,0.0108,6.731,9.918,23.941,150.648,0.0000,0.0000,0.0000,0.2710
old,scratch,7月3日 (2)(2).mp4,109,109,0,0.9845,0.0041,6.836,12.417,27.583,183.336,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2)(3).mp4,154,154,0,0.9952,0.0010,5.261,8.973,19.885,179.702,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2)(4).mp4,142,142,0,0.9834,0.0076,5.278,11.209,20.481,173.834,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2).mp4,177,177,0,0.9908,0.0044,5.491,8.803,18.184,156.187,0.0000,0.0000,0.0000,0.0000
old,shake,7月3日(1).mp4,34,34,0,0.9965,0.0018,12.463,17.744,45.361,128.352,0.0000,0.0000,0.0000,0.0000
old,shake,7月3日(2).mp4,19,19,0,0.9947,0.0059,13.781,18.155,42.429,118.847,0.0000,0.0000,0.0000,0.0000
old,shake,7月3日(3).mp4,20,20,0,0.9715,0.0182,17.969,28.301,89.830,189.183,0.0000,0.0000,0.0000,0.0000
old,shake,7月3日(4).mp4,33,33,0,0.9927,0.0037,7.493,9.366,23.547,66.299,0.0000,0.0000,0.0000,0.0000
old,shake,7月3日(5).mp4,34,34,0,0.9928,0.0025,11.398,16.707,43.492,133.548,0.0000,0.0000,0.0000,0.0000
old,shake,7月3日.mp4,26,26,0,0.9964,0.0008,14.846,20.965,55.422,162.383,0.0000,0.0000,0.0000,0.0000
old,stop,stop_2.mp4,397,397,0,0.9877,0.0107,4.730,9.368,16.742,247.830,0.0000,0.4232,0.0000,0.0353
old,stop,stop_3.mp4,248,248,0,0.9712,0.0056,2.784,4.531,8.824,120.560,0.0000,0.0000,0.0000,0.0000
old,stop,stop_36.mp4,50,50,0,0.9959,0.0001,0.849,1.232,3.277,10.056,0.0000,0.0000,0.0000,0.0000
old,stop,stop_48.mp4,55,55,0,0.9851,0.0024,1.945,4.834,7.111,80.348,0.0000,0.0000,0.0000,0.0000
old,stop,stop_6.mp4,285,285,0,0.9988,0.0000,0.482,0.460,1.342,4.440,0.0000,0.0000,0.0000,0.0000
old,stop,stop_71.mp4,92,92,0,0.9952,0.0002,1.358,2.043,4.489,27.701,0.0000,0.0000,0.0000,0.0000
old,stop,stop_75.mp4,230,230,0,0.8201,0.0388,4.303,7.525,18.954,74.383,0.0000,0.0826,0.0989,0.0058
new,walk,walk_12.mp4,225,225,0,0.9878,0.0074,11.053,18.079,42.009,195.329,0.0000,0.0000,0.0000,0.0000
new,walk,walk_18.mp4,244,235,9,0.9265,0.0449,33.054,45.973,110.868,520.212,0.0369,0.7574,0.0383,0.4113
new,walk,walk_24.mp4,176,176,0,0.9822,0.0099,7.705,7.945,21.461,101.970,0.0000,0.0000,0.0000,0.0189
new,walk,walk_29.mp4,590,590,0,0.9818,0.0073,13.331,14.606,37.884,215.028,0.0000,0.0000,0.0000,0.0000
new,lick,7月3日(1).mp4,135,135,0,0.9909,0.0009,2.653,3.778,10.101,28.842,0.0000,0.0000,0.0000,0.0000
new,lick,7月3日(2).mp4,156,156,0,0.9975,0.0002,1.967,2.609,7.003,20.036,0.0000,0.0000,0.0000,0.0000
