frame_idx,motion_norm,rolling_mean_norm,is_still,detected,behavior_label
1,0.0000,0.0000,0,1,walk
2,1.1528,0.0000,0,1,walk
3,1.8544,1.5036,0,1,walk
4,2.4221,1.8098,0,1,walk
5,1.2853,1.6787,0,1,walk
6,1.8845,1.7198,0,1,walk
7,3.8007,2.0667,0,1,walk
8,1.0730,1.9247,0,1,walk
9,2.5666,2.0050,0,1,walk
10,2.3090,2.0387,0,1,walk
11,0.9599,1.9309,0,1,walk
12,2.0108,1.9381,0,1,walk
13,1.8929,1.9344,0,1,walk
14,1.4741,1.8990,0,1,walk
15,2.3920,1.9342,0,1,walk
16,3.3789,2.0305,0,1,walk
17,1.0554,1.9695,0,1,walk
18,1.2712,1.9285,0,1,walk
19,1.4290,1.9007,0,1,walk
20,1.6066,1.8852,0,1,walk
21,3.1522,1.9486,0,1,walk
22,2.7664,1.9875,0,1,walk
23,1.1669,1.9502,0,1,walk
24,1.3668,1.9249,0,1,walk
25,1.5171,1.9079,0,1,walk
26,1.3531,1.8857,0,1,walk
27,2.4941,1.9091,0,1,walk
28,3.6242,1.9726,0,1,walk
29,0.8244,1.9316,0,1,walk
