frame_idx,motion_px,rolling_mean_px,is_still,detected,behavior_label
1,0.0000,0.0000,0,1,lick
2,1.3448,0.0000,0,1,lick
3,0.9947,1.1698,0,1,lick
4,2.8637,1.7344,0,1,lick
5,1.8964,1.7749,0,1,lick
6,2.1703,1.8540,0,1,lick
7,2.3272,1.9329,0,1,lick
8,1.9954,1.9418,0,1,lick
9,1.0057,1.8248,0,1,lick
10,2.4549,1.8948,0,1,lick
11,3.4833,2.0536,0,1,lick
12,1.6749,2.0192,0,1,lick
13,1.2770,1.9574,0,1,lick
14,1.2872,1.9058,0,1,lick
15,1.8196,1.8997,0,1,lick
16,2.3856,1.9321,0,1,lick
17,2.5338,1.9697,0,1,lick
