frame_idx,motion_norm,rolling_mean_norm,is_still,detected,behavior_label
1,0.0000,0.0000,0,1,lick
2,0.0399,0.0000,0,1,lick
3,0.0280,0.0339,1,1,lick
4,0.0847,0.0509,1,1,lick
5,0.0570,0.0524,1,1,lick
6,0.0642,0.0548,1,1,lick
7,0.0681,0.0570,1,1,lick
8,0.0585,0.0572,1,1,lick
9,0.0284,0.0536,1,1,lick
10,0.0709,0.0555,1,1,lick
11,0.1031,0.0603,1,1,lick
12,0.0485,0.0592,1,1,lick
13,0.0356,0.0572,1,1,lick
14,0.0400,0.0559,1,1,lick
15,0.0570,0.0560,1,1,lick
16,0.0710,0.0570,1,1,lick
17,0.0731,0.0580,1,1,lick
18,0.0884,0.0598,1,1,lick
19,0.0446,0.0589,1,1,lick
20,0.0133,0.0565,1,1,lick
21,0.1179,0.0596,1,1,lick
22,0.0690,0.0601,1,1,lick
23,0.0544,0.0598,1,1,lick
24,0.0352,0.0587,1,1,lick
25,0.0286,0.0575,1,1,lick
26,0.0216,0.0560,1,1,lick
27,0.0589,0.0561,1,1,lick
28,0.0643,0.0565,1,1,lick
29,0.0769,0.0572,1,1,lick
30,0.0555,0.0571,1,1,lick
31,0.0258,0.0561,1,1,lick
32,0.0259,0.0556,1,1,lick
33,0.0466,0.0562,1,1,lick
34,0.0783,0.0560,1,1,lick
35,0.0513,0.0558,1,1,lick
36,0.0332,0.0548,1,1,lick
37,0.0465,0.0541,1,1,lick
38,0.0971,0.0554,1,1,lick
39,0.0906,0.0574,1,1,lick
40,0.0307,0.0561,1,1,lick
41,0.0550,0.0545,1,1,lick
42,0.0714,0.0553,1,1,lick
43,0.1173,0.0580,1,1,lick
44,0.0302,0.0577,1,1,lick
45,0.0215,0.0565,1,1,lick
46,0.0248,0.0549,1,1,lick
47,0.1356,0.0570,1,1,lick
48,0.0581,0.0560,1,1,lick
49,0.0590,0.0565,1,1,lick
50,0.0228,0.0568,1,1,lick
51,0.0192,0.0535,1,1,lick
52,0.0128,0.0516,1,1,lick
53,0.0483,0.0514,1,1,lick
54,0.0719,0.0527,1,1,lick
55,0.0589,0.0537,1,1,lick
56,0.0379,0.0542,1,1,lick
57,0.0226,0.0530,1,1,lick
