frame_idx,timestamp_sec,detected,body_scale_px,active_kpts,mean_kpt_conf,displacement_px,activity_value,activity_score,abnormal,behavior_id,behavior_label,gcn_confidence
0,0.000,1,0.00,17,0.9945,0.0000,0,0,0,-1,LOW CONF,0.0000
1,0.033,1,226.76,17,0.9948,7.0360,8,4,1,-1,LOW CONF,0.0000
2,0.067,1,230.78,17,0.9962,8.7411,14,7,1,-1,LOW CONF,0.0000
3,0.100,1,218.19,17,0.9953,10.6144,22,11,1,-1,LOW CONF,0.0000
4,0.133,1,206.46,17,0.9964,7.6711,24,14,1,-1,LOW CONF,0.0000
5,0.167,1,182.57,17,0.9969,10.8823,32,17,1,-1,LOW CONF,0.0000
6,0.200,1,178.95,17,0.9971,8.7599,32,19,1,-1,LOW CONF,0.0000
7,0.233,1,154.53,17,0.9971,16.3907,51,23,1,-1,LOW CONF,0.0000
8,0.267,1,141.32,17,0.9963,15.8560,63,27,1,-1,LOW CONF,0.0000
9,0.300,0,0.00,0,0.0000,0.0000,0,25,0,-1,LOW CONF,0.0000
10,0.333,0,0.00,0,0.0000,0.0000,0,22,0,-1,LOW CONF,0.0000
11,0.367,0,0.00,0,0.0000,0.0000,0,20,0,-1,LOW CONF,0.0000
12,0.400,0,0.00,0,0.0000,0.0000,0,19,0,-1,LOW CONF,0.0000
13,0.433,0,0.00,0,0.0000,0.0000,0,18,0,-1,LOW CONF,0.0000
14,0.467,0,0.00,0,0.0000,0.0000,0,16,0,-1,LOW CONF,0.0000
15,0.500,0,0.00,0,0.0000,0.0000,0,15,0,-1,LOW CONF,0.0000
16,0.533,0,0.00,0,0.0000,0.0000,0,14,0,-1,LOW CONF,0.0000
17,0.567,0,0.00,0,0.0000,0.0000,0,14,0,-1,LOW CONF,0.0000
18,0.600,0,0.00,0,0.0000,0.0000,0,13,0,-1,LOW CONF,0.0000
19,0.633,0,0.00,0,0.0000,0.0000,0,12,0,-1,LOW CONF,0.0000
20,0.667,0,0.00,0,0.0000,0.0000,0,12,0,-1,LOW CONF,0.0000
21,0.700,0,0.00,0,0.0000,0.0000,0,11,0,-1,LOW CONF,0.0000
22,0.733,0,0.00,0,0.0000,0.0000,0,11,0,-1,LOW CONF,0.0000
23,0.767,0,0.00,0,0.0000,0.0000,0,10,0,-1,LOW CONF,0.0000
24,0.800,0,0.00,0,0.0000,0.0000,0,10,0,-1,LOW CONF,0.0000
25,0.833,1,0.00,17,0.9891,0.0000,67,12,0,-1,LOW CONF,0.0000
26,0.867,1,176.89,17,0.9892,9.4456,44,13,1,-1,LOW CONF,0.0000
27,0.900,1,192.03,17,0.9902,13.5298,43,14,1,-1,LOW CONF,0.0000
28,0.933,1,197.81,17,0.9885,17.2992,48,15,1,-1,LOW CONF,0.0000
29,0.967,1,201.80,17,0.9881,9.7892,41,16,1,-1,LOW CONF,0.0000
30,1.000,1,221.15,17,0.9910,21.8026,49,17,1,-1,LOW CONF,0.0000
31,1.033,1,242.63,17,0.9903,12.4368,40,18,1,-1,LOW CONF,0.0000
32,1.067,1,258.28,17,0.9892,14.0715,37,19,1,-1,LOW CONF,0.6265
33,1.100,1,279.57,17,0.9876,22.4186,42,19,1,-1,LOW CONF,0.6265
34,1.133,1,280.82,17,0.9930,17.7714,42,20,1,-1,LOW CONF,0.6102
35,1.167,1,287.98,17,0.9953,16.4576,39,20,1,-1,LOW CONF,0.6102
36,1.200,1,295.06,17,0.9963,16.1796,37,21,1,0,WALK,0.8248
37,1.233,1,319.43,17,0.9956,20.0186,37,21,1,0,WALK,0.8248
38,1.267,1,346.62,17,0.9913,27.1432,41,22,1,0,WALK,0.9584
39,1.300,1,372.26,17,0.9744,17.9620,36,22,1,0,WALK,0.9584
40,1.333,1,388.59,17,0.9648,12.7790,29,22,1,0,WALK,0.9948
41,1.367,1,391.83,17,0.9710,10.4774,24,22,1,0,WALK,0.9948
42,1.400,1,408.01,17,0.9641,9.3454,20,22,1,0,WALK,0.9937
43,1.433,1,423.90,17,0.9660,10.4139,18,22,1,0,WALK,0.9937
44,1.467,1,437.13,17,0.9788,17.2401,21,22,1,0,WALK,0.9966
45,1.500,1,451.07,17,0.9907,19.5604,23,22,1,0,WALK,0.9966
46,1.533,1,460.36,17,0.9835,13.4027,21,22,1,0,WALK,0.9943
47,1.567,1,461.39,17,0.9930,26.0368,28,22,1,0,WALK,0.9943
48,1.600,1,464.10,17,0.9770,24.1215,30,23,1,0,WALK,0.9977
49,1.633,1,460.70,17,0.9822,17.5039,28,23,1,0,WALK,0.9977
50,1.666,1,457.35,17,0.9752,13.0212,24,23,1,0,WALK,0.9995
51,1.700,1,455.84,17,0.9714,14.1113,23,23,1,0,WALK,0.9995
52,1.733,1,463.77,17,0.9797,19.8020,25,23,1,0,WALK,0.9996
53,1.766,1,459.99,17,0.9825,21.9795,27,23,1,0,WALK,0.9996
54,1.800,1,475.98,17,0.9914,33.4011,34,23,1,0,WALK,0.9990
55,1.833,1,467.00,17,0.9911,18.7710,32,23,1,0,WALK,0.9990
56,1.866,1,500.82,17,0.9587,34.9251,36,23,1,0,WALK,0.9991
57,1.900,1,537.33,17,0.9430,26.6609,33,24,1,0,WALK,0.9991
58,1.933,1,568.68,17,0.9569,29.7766,33,24,1,0,WALK,0.9993
59,1.966,1,599.89,17,0.9664,23.5223,29,24,1,0,WALK,0.9993
60,2.000,1,594.59,17,0.9156,39.7673,35,24,1,0,WALK,0.9992
61,2.033,1,614.28,16,0.8946,23.0473,30,24,1,0,WALK,0.9992
62,2.066,1,604.90,17,0.9429,23.8694,29,24,1,0,WALK,0.9987
63,2.100,1,586.92,17,0.9748,31.4413,32,24,1,0,WALK,0.9987
